Temperature,Concentration,Diffusion Coefficient,R^2,stderr
267.5095095095095,66,3.273336567113647e-11,0.9895063785295233,1.4341670979021141e-05
267.4094094094094,66,2.525482079555312e-11,0.9944893826294543,8.361491723110465e-06
267.20920920920923,66,2.6691193674230656e-11,0.9904329350239757,1.1121856328590517e-05
267.1091091091091,66,3.8949181928388336e-11,0.9941862233569501,1.7379840067655386e-05
266.6086086086086,66,2.6352602586587445e-11,0.9549898611288311,2.3175656376176607e-05
266.40840840840843,66,3.441437836099188e-11,0.9443125821648493,3.4640864771297425e-05
266.3083083083083,66,5.68329091100406e-11,0.9821050888068606,3.452681834659304e-05
266.1081081081081,66,5.866320065260767e-11,0.9976930041803799,1.4018223246935473e-05
266.008008008008,66,3.9272539318228934e-11,0.968213561642678,2.681924669939691e-05
265.9079079079079,66,2.935670636031674e-11,0.9708655675868854,2.3143015467162543e-05
265.7077077077077,66,4.5958329103210305e-11,0.9617898864505819,3.637332925926491e-05
264.7067067067067,66,2.139958220673622e-11,0.9635262097755674,1.6858496344840798e-05
264.5065065065065,66,2.2893676161013957e-11,0.9904853465474851,1.002409224074126e-05
264.4064064064064,66,1.4510711406771487e-11,0.8949977842221665,1.719077532915244e-05
263.6056056056056,66,1.3116015381445194e-11,0.9462430095419161,1.2669773117511117e-05
263.5055055055055,66,5.652302770648552e-11,0.995164771050937,1.816916073781561e-05
262.5045045045045,66,2.189764061575864e-11,0.9061938955445128,2.9453779534470016e-05
262.40440440440443,66,4.3572146016322454e-11,0.9977153695131656,1.0037768660330599e-05
262.3043043043043,66,6.240770240249524e-11,0.9808747440537479,5.591857002403078e-05
262.2042042042042,66,4.862789221600282e-11,0.997545929121701,1.3434720951420676e-05
261.5035035035035,66,6.512337144225505e-11,0.9981092592610311,1.4210130915905334e-05
260.80280280280283,66,1.1381881091942683e-11,0.9838097225123104,6.524738504358016e-06
